Dell;Inspiron 3552;15.6";4,599;images/1.jpg;1
Dell;Inspiron 3162;11.6";3,999;images/2.jpg;2
Dell;Inspiron 3567;15.6";6,089;images/3.jpg;3
Apple;MacBook Air 2017 128gb;13";13,999;images/4.png;4
Acer;Swift 3;14";16,999;images/5.jpg;5
Mecer;Xpression MyLife Z140C+;14";2,799;images/6.jpg;6
Lenovo;Ideapad 120S-11IAP;11.6";3,599;images/7.jpeg;7
Mecer;Xpression V2 Rockchip RK3288;11.6";2,899;images/8.jpg;8
Connex;SwiftBook;14";2,749;images/9.jpg;9
